cellid,userid,freq_updates
021051000845,-7006447258528560000,1
000654000864,-7006447258528560000,1
003802000860,-7006447258528560000,1
000177000865,-7006447258528560000,1
024591000841,-7006447258528560000,1
007167000864,-7006447258528560000,1
001294000866,-7006447258528560000,1
023705000865,-7006447258528560000,1
012712000841,-7006447258528560000,1
000448000864,-7006447258528560000,1
032072000860,-7002068775671520000,16
004249000860,-7002068775671520000,4
002847000860,-7002068775671520000,3
011839000860,-7002068775671520000,3
003807000860,-7002068775671520000,2
024123000866,-7002068775671520000,1
020721000813,-7002068775671520000,1
020663000813,-7002068775671520000,1
032073000860,-7002068775671520000,1
001436000866,-7002068775671520000,1
023828000860,-7002068775671520000,1
002382000860,-7002068775671520000,1
003808000860,-7002068775671520000,1
016263001660,-6984785885653360000,7
016262001660,-6984785885653360000,3
011141004660,-6984785885653360000,2
000083004603,-6984785885653360000,2
000082004603,-6984785885653360000,2
000543004601,-6984785885653360000,2
000552004603,-6984785885653360000,1
016782001660,-6984785885653360000,1
005612004504,-6984785885653360000,1
005611004504,-6984785885653360000,1
000542004601,-6984785885653360000,1
002252004604,-6984785885653360000,1
016501001660,-6984785885653360000,1
000233001602,-6984785885653360000,1
000143000308,-6975190962631810000,1
002182003705,-6973565330196780000,3
004262003704,-6973565330196780000,2
004053003704,-6973565330196780000,1
002452003704,-6973565330196780000,1
000261001204,-6973396226953330000,133
041241002570,-6939555352081450000,45
010578002560,-6939555352081450000,35
041242002570,-6939555352081450000,35
015772002505,-6939555352081450000,30
001798000860,-6939555352081450000,9
040211002570,-6939555352081450000,6
015771002505,-6939555352081450000,5
023723002560,-6939555352081450000,5
001321002570,-6939555352081450000,3
010787002570,-6939555352081450000,2
020591000814,-6939555352081450000,2
010061002502,-6939555352081450000,2
028838002560,-6939555352081450000,2
011241002501,-6939555352081450000,2
002031002203,-6939555352081450000,2
029671000865,-6939555352081450000,2
005919002570,-6939555352081450000,2
004529002560,-6939555352081450000,1
022744002560,-6939555352081450000,1
027678002570,-6939555352081450000,1
002659000860,-6939555352081450000,1
004527002560,-6939555352081450000,1
004541002570,-6939555352081450000,1
027697002570,-6939555352081450000,1
013613002560,-6939555352081450000,1
020458003502,-6929399763892460000,9
021408003505,-6929399763892460000,7
027567003502,-6929399763892460000,6
027968003505,-6929399763892460000,4
020459003502,-6929399763892460000,3
030133003503,-6929399763892460000,3
022507003502,-6929399763892460000,1
027803003502,-6929399763892460000,1
024232003508,-6929399763892460000,1
035132003508,-6929399763892460000,1
016022003505,-6929399763892460000,1
002231001407,-6918539804772500000,1
003512004604,-6913559813005420000,1
011821002501,-6905656917476730000,2
012063002506,-6905656917476730000,2
004541002570,-6905656917476730000,1
022744002560,-6905656917476730000,1
015132002505,-6905656917476730000,1
013613002560,-6905656917476730000,1
014043000867,-6903944759636950000,4
023881000867,-6903944759636950000,3
007305000866,-6903944759636950000,3
013332001705,-6903944759636950000,3
012227001762,-6903944759636950000,2
009873001761,-6903944759636950000,2
007302000866,-6903944759636950000,2
027662000845,-6903944759636950000,2
012221001762,-6903944759636950000,2
013351001707,-6903944759636950000,1
003802000860,-6903944759636950000,1
053881000867,-6903944759636950000,1
002712000866,-6903944759636950000,1
010377001761,-6903944759636950000,1
001325000864,-6903944759636950000,1
000442000864,-6903944759636950000,1
000651000864,-6903944759636950000,1
012651000864,-6903944759636950000,1
042652000864,-6903944759636950000,1
005329000867,-6903944759636950000,1
006378000867,-6903944759636950000,1
001507000860,-6903944759636950000,1
007142000866,-6903944759636950000,1
022027001761,-6903944759636950000,1
010698000867,-6903944759636950000,1
006611003062,-6903755195404220000,7
001627003003,-6903755195404220000,2
002906003008,-6903755195404220000,1
002907003008,-6903755195404220000,1
000041003003,-6903755195404220000,1
001544003005,-6903755195404220000,1
000062003005,-6903755195404220000,1
030723000805,-6895605552298890000,11
001039000870,-6895605552298890000,11
000674000864,-6895605552298890000,2
023611000845,-6895605552298890000,2
027771000814,-6895605552298890000,2
008667000866,-6895605552298890000,2
027697002570,-6895605552298890000,2
018165000805,-6895605552298890000,1
001193000866,-6895605552298890000,1
023621000814,-6895605552298890000,1
024581000810,-6895605552298890000,1
000341000865,-6895605552298890000,1
001023000864,-6895605552298890000,1
007232000870,-6895605552298890000,1
001307000866,-6895605552298890000,1
001047000864,-6895605552298890000,1
010512002502,-6895605552298890000,1
005919002570,-6895605552298890000,1
020591000814,-6895605552298890000,1
029799000870,-6895605552298890000,1
000347000865,-6895605552298890000,1
000903000864,-6895605552298890000,1
011941000841,-6895605552298890000,1
010061002502,-6895605552298890000,1
029671000865,-6895605552298890000,1
001196000866,-6895605552298890000,1
030233000805,-6895605552298890000,1
005917002570,-6895605552298890000,1
020051000814,-6895605552298890000,1
059559002867,-6890331981295950000,8
051251002862,-6890331981295950000,6
012758002862,-6890331981295950000,5
040017002862,-6890331981295950000,3
034967002862,-6890331981295950000,2
010657002862,-6890331981295950000,1
059552002867,-6890331981295950000,1
039892002862,-6890331981295950000,1
012627002867,-6890331981295950000,1
039442002862,-6890331981295950000,1
000663002829,-6890331981295950000,1
004001002862,-6890331981295950000,1
039832002866,-6890331981295950000,1
040711002866,-6890331981295950000,1
010623002866,-6890331981295950000,1
010277002866,-6890331981295950000,1
059553002867,-6890331981295950000,1
051243002862,-6890331981295950000,1
051253002862,-6890331981295950000,1
014173002862,-6890331981295950000,1
010892002866,-6868175950140510000,141
000552002866,-6868175950140510000,133
040463002864,-6868175950140510000,52
038803002864,-6868175950140510000,40
000193002801,-6868175950140510000,37
038793002864,-6868175950140510000,27
010648002862,-6868175950140510000,22
010552002862,-6868175950140510000,16
010189002866,-6868175950140510000,13
010897002866,-6868175950140510000,11
010478002862,-6868175950140510000,10
010548002862,-6868175950140510000,8
000832002862,-6868175950140510000,7
020239002864,-6868175950140510000,7
001212002817,-6868175950140510000,7
030842002862,-6868175950140510000,5
011121002864,-6868175950140510000,4
039892002862,-6868175950140510000,3
035032002862,-6868175950140510000,3
020913002864,-6868175950140510000,3
064462002866,-6868175950140510000,3
000321002801,-6868175950140510000,3
005062002862,-6868175950140510000,3
010507002862,-6868175950140510000,2
058811002862,-6868175950140510000,2
000763002829,-6868175950140510000,2
003522002829,-6868175950140510000,2
010322002866,-6868175950140510000,2
037992002866,-6868175950140510000,2
000512002866,-6868175950140510000,2
000912002866,-6868175950140510000,2
000793002864,-6868175950140510000,1
000402002866,-6868175950140510000,1
033941002862,-6868175950140510000,1
000761002829,-6868175950140510000,1
004841002864,-6868175950140510000,1
004861002864,-6868175950140510000,1
000633002866,-6868175950140510000,1
004423002864,-6868175950140510000,1
010323002866,-6868175950140510000,1
020227002864,-6868175950140510000,1
020341002861,-6868175950140510000,1
034962002862,-6868175950140510000,1
000511002866,-6868175950140510000,1
039851002861,-6868175950140510000,1
000502002862,-6868175950140510000,1
010438002862,-6868175950140510000,1
061521002862,-6868175950140510000,1
020118002864,-6868175950140510000,1
014152002862,-6868175950140510000,1
064463002866,-6868175950140510000,1
064473002866,-6868175950140510000,1
039832002866,-6868175950140510000,1
010622002866,-6868175950140510000,1
001545002828,-6868175950140510000,1
030012002862,-6868175950140510000,1
010623002866,-6868175950140510000,1
039862002866,-6868175950140510000,1
036462002866,-6868175950140510000,1
010628002866,-6868175950140510000,1
005011002835,-6868175950140510000,1
064461002866,-6868175950140510000,1
042002002866,-6868175950140510000,1
039831002866,-6868175950140510000,1
000152002835,-6868175950140510000,1
000872002862,-6868175950140510000,1
000428000864,-6861086032667570000,14
002415005002,-6827215499847260000,3
000999000866,-6825807524162810000,19
007169000864,-6825807524162810000,3
020193000870,-6825807524162810000,3
020403000864,-6825807524162810000,3
015491000845,-6825807524162810000,2
016211000845,-6825807524162810000,2
001906000866,-6825807524162810000,2
019378000845,-6825807524162810000,2
014682000871,-6825807524162810000,1
027614000833,-6825807524162810000,1
007782000864,-6825807524162810000,1
024591000841,-6825807524162810000,1
028982000864,-6825807524162810000,1
002718000866,-6825807524162810000,1
007565000870,-6825807524162810000,1
012581000845,-6825807524162810000,1
000442000864,-6825807524162810000,1
016441000841,-6825807524162810000,1
012654000864,-6825807524162810000,1
001438000866,-6825807524162810000,1
020196000870,-6825807524162810000,1
000398000866,-6825807524162810000,1
012651000864,-6825807524162810000,1
007142000866,-6825807524162810000,1
002712000866,-6825807524162810000,1
001291000866,-6825807524162810000,1
027043003509,-6824456565851480000,1
008181000864,-6822541029593830000,7
000182000866,-6822541029593830000,2
030233000805,-6822541029593830000,2
007983000865,-6822541029593830000,2
029799000870,-6822541029593830000,2
021661000865,-6822541029593830000,1
015752000810,-6822541029593830000,1
001047000864,-6822541029593830000,1
001082000870,-6822541029593830000,1
025642000810,-6822541029593830000,1
024781000851,-6822541029593830000,1
003198000865,-6822541029593830000,1
000743000870,-6822541029593830000,1
011832000833,-6822541029593830000,1
020406000864,-6822541029593830000,1
024542000810,-6822541029593830000,1
000095000864,-6822541029593830000,1
001003000864,-6822541029593830000,1
000513003008,-6811353665534540000,73
001096003005,-6811353665534540000,4
004952003008,-6811353665534540000,3
000041003003,-6811353665534540000,3
001541003005,-6811353665534540000,2
001621003003,-6811353665534540000,1
004821002824,-6809642424793060000,122
022329002863,-6809642424793060000,119
004175002812,-6809642424793060000,98
004503002824,-6809642424793060000,56
000132002860,-6809642424793060000,38
058422002860,-6809642424793060000,36
000121002860,-6809642424793060000,28
004006002824,-6809642424793060000,19
030608002860,-6809642424793060000,17
018972002860,-6809642424793060000,16
002083002816,-6809642424793060000,14
020359002860,-6809642424793060000,12
000871002836,-6809642424793060000,12
065251002866,-6809642424793060000,8
046793002866,-6809642424793060000,8
025213002863,-6809642424793060000,7
010919002861,-6809642424793060000,6
000083002835,-6809642424793060000,6
006383002812,-6809642424793060000,5
032813002863,-6809642424793060000,5
004521002824,-6809642424793060000,4
002603002861,-6809642424793060000,3
038341002861,-6809642424793060000,3
036408002861,-6809642424793060000,3
046802002866,-6809642424793060000,2
000251002835,-6809642424793060000,2
041001002866,-6809642424793060000,2
000322002812,-6809642424793060000,1
004272002824,-6809642424793060000,1
012419002863,-6809642424793060000,1
010469002861,-6809642424793060000,1
046801002866,-6809642424793060000,1
000082002819,-6809642424793060000,1
002082002816,-6809642424793060000,1
058421002860,-6809642424793060000,1
058828002860,-6809642424793060000,1
039851002861,-6809642424793060000,1
004337002824,-6809642424793060000,1
062712004110,-6799335891740370000,25
004901004113,-6799335891740370000,3
002832004113,-6799335891740370000,2
063801004113,-6799335891740370000,1
006192003062,-6787375636819550000,3
006502003060,-6787375636819550000,2
004891003005,-6787375636819550000,2
002422003005,-6787375636819550000,2
000671003008,-6787375636819550000,1
017432003062,-6787375636819550000,1
000062003005,-6787375636819550000,1
001621003003,-6787375636819550000,1
000121002860,-6775079782969640000,8
030569002863,-6775079782969640000,7
030567002863,-6775079782969640000,7
032828002863,-6775079782969640000,6
032813002863,-6775079782969640000,5
026683002860,-6775079782969640000,5
058431002863,-6775079782969640000,4
058792002864,-6775079782969640000,4
022609002863,-6775079782969640000,3
005013002806,-6775079782969640000,3
000151002863,-6775079782969640000,3
047382002864,-6775079782969640000,3
030589002863,-6775079782969640000,3
058422002860,-6775079782969640000,2
058421002860,-6775079782969640000,2
058828002860,-6775079782969640000,2
026693002860,-6775079782969640000,2
000141002863,-6775079782969640000,2
000322002812,-6775079782969640000,2
006402002806,-6775079782969640000,2
005323002805,-6775079782969640000,2
004111002822,-6775079782969640000,1
062516002860,-6775079782969640000,1
005022002822,-6775079782969640000,1
014918002860,-6775079782969640000,1
037148002863,-6775079782969640000,1
004101002822,-6775079782969640000,1
022607002863,-6775079782969640000,1
004521002824,-6775079782969640000,1
005043002813,-6775079782969640000,1
041052002863,-6775079782969640000,1
000453002813,-6775079782969640000,1
000132002860,-6775079782969640000,1
014681000871,-6767956931331770000,10
020531000845,-6767956931331770000,10
025481000805,-6767956931331770000,8
019873000805,-6767956931331770000,6
007433000871,-6767956931331770000,6
014682000871,-6767956931331770000,4
007431000871,-6767956931331770000,2
018165000805,-6767956931331770000,1
000932000864,-6767956931331770000,1
019872000805,-6767956931331770000,1
007232000870,-6767956931331770000,1
024431000891,-6767956931331770000,1
000073003008,-6755023992114350000,43
000671003008,-6755023992114350000,14
000071003008,-6755023992114350000,8
006546003060,-6755023992114350000,2
006549003060,-6755023992114350000,1
001571003008,-6755023992114350000,1
001572003008,-6755023992114350000,1
001573003008,-6755023992114350000,1
006547003060,-6755023992114350000,1
060132002910,-6752576499909570000,2
060152002903,-6752576499909570000,2
020353000801,-6752308110153120000,59
002659000860,-6752308110153120000,29
011839000860,-6752308110153120000,23
007565000870,-6752308110153120000,4
011764000810,-6752308110153120000,4
020333000853,-6752308110153120000,3
003197000865,-6752308110153120000,3
002609000865,-6752308110153120000,3
040347000865,-6752308110153120000,3
023701000865,-6752308110153120000,2
000347000865,-6752308110153120000,2
012361000865,-6752308110153120000,2
024542000810,-6752308110153120000,1
040279000866,-6752308110153120000,1
011833000860,-6752308110153120000,1
023828000860,-6752308110153120000,1
011934000841,-6752308110153120000,1
011034000805,-6752308110153120000,1
023704000865,-6752308110153120000,1
010753000853,-6752308110153120000,1
015571000853,-6752308110153120000,1
030431000810,-6752308110153120000,1
028982000864,-6752308110153120000,1
024531000863,-6752308110153120000,1
000909000864,-6752308110153120000,1
027166000801,-6752308110153120000,1
000389000864,-6752308110153120000,1
011536000810,-6752308110153120000,1
013333000810,-6752308110153120000,1
043707000865,-6752308110153120000,1
000041003003,-6751417995200050000,7
002082003060,-6751417995200050000,2
004319003060,-6751417995200050000,1
017421003062,-6751417995200050000,1
006611003062,-6751417995200050000,1
050451000960,-6703891091971030000,7
000111000903,-6703891091971030000,5
015322000160,-6703891091971030000,5
001862000903,-6703891091971030000,4
000251000903,-6703891091971030000,4
056361000960,-6703891091971030000,3
000241000903,-6703891091971030000,3
000913000101,-6703891091971030000,3
000063000903,-6703891091971030000,2
056572000960,-6703891091971030000,1
001863000903,-6703891091971030000,1
006547003060,-6695449956373940000,3
001181000301,-6695449956373940000,2
006546003060,-6695449956373940000,2
006549003060,-6695449956373940000,1
002114000362,-6695449956373940000,1
001621003003,-6695449956373940000,1
000071003008,-6695449956373940000,1
000671003008,-6695449956373940000,1
000081002819,-6693000866696800000,146
030227002861,-6693000866696800000,121
039761002861,-6693000866696800000,13
047143002866,-6693000866696800000,12
063003002861,-6693000866696800000,8
020567002860,-6693000866696800000,7
047141002866,-6693000866696800000,7
059512002863,-6693000866696800000,6
030489002861,-6693000866696800000,6
005221002819,-6693000866696800000,4
006911002836,-6693000866696800000,4
051233002863,-6693000866696800000,3
026163002860,-6693000866696800000,3
003833002819,-6693000866696800000,3
030303002860,-6693000866696800000,3
020549002860,-6693000866696800000,3
037147002863,-6693000866696800000,3
034573002861,-6693000866696800000,3
062516002860,-6693000866696800000,3
011953002860,-6693000866696800000,2
036162002861,-6693000866696800000,2
000082002819,-6693000866696800000,2
001323002835,-6693000866696800000,2
032842002863,-6693000866696800000,2
004503002824,-6693000866696800000,2
002083002816,-6693000866696800000,2
012127002863,-6693000866696800000,2
018972002860,-6693000866696800000,2
037148002863,-6693000866696800000,2
005801002860,-6693000866696800000,2
030178002861,-6693000866696800000,2
030133002862,-6693000866696800000,2
036721002863,-6693000866696800000,2
000871002836,-6693000866696800000,2
037141002863,-6693000866696800000,2
005312002812,-6693000866696800000,2
034967002862,-6693000866696800000,2
004035002860,-6693000866696800000,2
010808002861,-6693000866696800000,2
030228002861,-6693000866696800000,2
047633002863,-6693000866696800000,2
000172002820,-6693000866696800000,2
014553002861,-6693000866696800000,2
030608002860,-6693000866696800000,2
010469002861,-6693000866696800000,2
020622002861,-6693000866696800000,1
002163002820,-6693000866696800000,1
000663002829,-6693000866696800000,1
010809002861,-6693000866696800000,1
018923002860,-6693000866696800000,1
002391002813,-6693000866696800000,1
010807002861,-6693000866696800000,1
036481002860,-6693000866696800000,1
000103002820,-6693000866696800000,1
036408002861,-6693000866696800000,1
039111002866,-6693000866696800000,1
032119002860,-6693000866696800000,1
034651002863,-6693000866696800000,1
010768002862,-6693000866696800000,1
030309002860,-6693000866696800000,1
030091002861,-6693000866696800000,1
020628002861,-6693000866696800000,1
032549002864,-6693000866696800000,1
006383002812,-6693000866696800000,1
000193002812,-6693000866696800000,1
017652002861,-6693000866696800000,1
041051002863,-6693000866696800000,1
001103002826,-6693000866696800000,1
004373002862,-6693000866696800000,1
001103002822,-6693000866696800000,1
021392002861,-6693000866696800000,1
032848002863,-6693000866696800000,1
005011002822,-6693000866696800000,1
004323002864,-6693000866696800000,1
034579002861,-6693000866696800000,1
002813002860,-6693000866696800000,1
002162002820,-6693000866696800000,1
002032002819,-6693000866696800000,1
000251002835,-6693000866696800000,1
000312002812,-6693000866696800000,1
035547002861,-6693000866696800000,1
014861002864,-6693000866696800000,1
005163002822,-6693000866696800000,1
016433002861,-6693000866696800000,1
045032002860,-6693000866696800000,1
030348002860,-6693000866696800000,1
005166002822,-6693000866696800000,1
020398002861,-6693000866696800000,1
000312002801,-6693000866696800000,1
003821002816,-6693000866696800000,1
000132002860,-6693000866696800000,1
036161002861,-6693000866696800000,1
061423002860,-6693000866696800000,1
045033002860,-6693000866696800000,1
035541002861,-6693000866696800000,1
035963002861,-6693000866696800000,1
032731002863,-6693000866696800000,1
022409002863,-6693000866696800000,1
018922002860,-6693000866696800000,1
000043002816,-6693000866696800000,1
000872002836,-6693000866696800000,1
001063002813,-6693000866696800000,1
032797002860,-6693000866696800000,1
012432002863,-6693000866696800000,1
012998002861,-6693000866696800000,1
022329002863,-6693000866696800000,1
005031002861,-6693000866696800000,1
058422002860,-6693000866696800000,1
001798000860,-6690131886089100000,112
007281000864,-6690131886089100000,6
011757000864,-6690131886089100000,5
012165000871,-6690131886089100000,5
024731000805,-6690131886089100000,4
023704000865,-6690131886089100000,4
012141000871,-6690131886089100000,3
012151000871,-6690131886089100000,3
002817000864,-6690131886089100000,3
020972000805,-6690131886089100000,3
024811000805,-6690131886089100000,2
011752000866,-6690131886089100000,2
027166000801,-6690131886089100000,1
007231000870,-6690131886089100000,1
007235000870,-6690131886089100000,1
023121000805,-6690131886089100000,1
001047000864,-6690131886089100000,1
030469000865,-6690131886089100000,1
029799000870,-6690131886089100000,1
009011000871,-6690131886089100000,1
010608000860,-6690131886089100000,1
004009000864,-6690131886089100000,1
007478000871,-6690131886089100000,1
027043000814,-6690131886089100000,1
023701000865,-6690131886089100000,1
007521000871,-6690131886089100000,1
023101000805,-6690131886089100000,1
007475000871,-6690131886089100000,1
007522000871,-6690131886089100000,1
010552000845,-6683380522027060000,64
007384000864,-6680948695329950000,17
007381000864,-6680948695329950000,8
025214000870,-6680948695329950000,7
040278000866,-6680948695329950000,5
001031000870,-6680948695329950000,4
008992000871,-6680948695329950000,4
011266000871,-6680948695329950000,4
023103000805,-6680948695329950000,4
001034000870,-6680948695329950000,4
008993000871,-6680948695329950000,3
040277000866,-6680948695329950000,2
023122000805,-6680948695329950000,2
010627000866,-6680948695329950000,2
009011000871,-6680948695329950000,1
007383000864,-6680948695329950000,1
023174000831,-6680948695329950000,1
023576000864,-6680948695329950000,1
023102000805,-6680948695329950000,1
013193000833,-6680948695329950000,1
030234000866,-6680948695329950000,1
020972000805,-6680948695329950000,1
006081000870,-6680948695329950000,1
030722000805,-6680948695329950000,1
009012000871,-6680948695329950000,1
007305000866,-6680948695329950000,1
001037000870,-6680948695329950000,1
012655000864,-6677961837638080000,7
000944000864,-6677961837638080000,3
001193000866,-6677961837638080000,3
005329000867,-6677961837638080000,3
004227000860,-6677961837638080000,3
011261000871,-6677961837638080000,2
000175000865,-6677961837638080000,2
000674000864,-6677961837638080000,2
001291000866,-6677961837638080000,2
000671000864,-6677961837638080000,2
007433000871,-6677961837638080000,2
021051000845,-6677961837638080000,2
024123000866,-6677961837638080000,2
005322000867,-6677961837638080000,2
001431000866,-6677961837638080000,2
008801000860,-6677961837638080000,2
001507000860,-6677961837638080000,2
003805000860,-6677961837638080000,2
040347000865,-6677961837638080000,2
000344000865,-6677961837638080000,2
020333000853,-6677961837638080000,2
040277000866,-6677961837638080000,1
000095000864,-6677961837638080000,1
023705000865,-6677961837638080000,1
000183000866,-6677961837638080000,1
007384000864,-6677961837638080000,1
000172000865,-6677961837638080000,1
007431000871,-6677961837638080000,1
016441000841,-6677961837638080000,1
000932000864,-6677961837638080000,1
021353000851,-6677961837638080000,1
004003000864,-6677961837638080000,1
021351000851,-6677961837638080000,1
014682000871,-6677961837638080000,1
008802000860,-6677961837638080000,1
024021000831,-6677961837638080000,1
011266000871,-6677961837638080000,1
004053000864,-6677961837638080000,1
029807000870,-6677961837638080000,1
027014000845,-6677961837638080000,1
011267000871,-6677961837638080000,1
001023000864,-6677961837638080000,1
000428000864,-6677961837638080000,1
000614000865,-6677961837638080000,1
000182000866,-6677961837638080000,1
014681000871,-6677961837638080000,1
007167000864,-6677961837638080000,1
012651000864,-6677961837638080000,1
012712000865,-6677961837638080000,1
000442000864,-6677961837638080000,1
008181000864,-6677961837638080000,1
019872000805,-6677961837638080000,1
007307000866,-6677961837638080000,1
017492000813,-6677961837638080000,1
022961000870,-6677961837638080000,1
007015000867,-6677961837638080000,1
011893000868,-6677961837638080000,1
031802000866,-6677961837638080000,1
012213004112,-6673157686637130000,3
062712004110,-6673157686637130000,2
065412004113,-6673157686637130000,1
013031001109,-6673157686637130000,1
004901004113,-6673157686637130000,1
002361002903,-6671322741169950000,2
005464002906,-6671322741169950000,2
005461002906,-6671322741169950000,2
005173002908,-6671322741169950000,1
031802000866,-6668335297716010000,28
001437000866,-6668335297716010000,9
003808000860,-6668335297716010000,7
001433000866,-6668335297716010000,5
003807000860,-6668335297716010000,5
024123000866,-6668335297716010000,5
024126000866,-6668335297716010000,4
030588004361,-6668335297716010000,3
013499000865,-6668335297716010000,3
015437000801,-6668335297716010000,3
047111002260,-6668335297716010000,3
003802000860,-6668335297716010000,2
001431000866,-6668335297716010000,2
003805000860,-6668335297716010000,2
053571005063,-6668335297716010000,2
001131005061,-6668335297716010000,2
047112002260,-6668335297716010000,2
017492000813,-6668335297716010000,2
004009000864,-6668335297716010000,2
024441000891,-6668335297716010000,2
001191005061,-6668335297716010000,2
021051000845,-6668335297716010000,2
001151005061,-6668335297716010000,2
001081005061,-6668335297716010000,2
011161000845,-6668335297716010000,1
047002002260,-6668335297716010000,1
060733005062,-6668335297716010000,1
015132002505,-6668335297716010000,1
013497000865,-6668335297716010000,1
013613002560,-6668335297716010000,1
024431000891,-6668335297716010000,1
001141005061,-6668335297716010000,1
012271000880,-6668335297716010000,1
001342002203,-6668335297716010000,1
001181005061,-6668335297716010000,1
059179002260,-6668335297716010000,1
012351000865,-6668335297716010000,1
010382000863,-6668335297716010000,1
011261000871,-6668335297716010000,1
024461000891,-6668335297716010000,1
018681000813,-6668335297716010000,1
002032002203,-6668335297716010000,1
053573005063,-6668335297716010000,1
016441000841,-6668335297716010000,1
000999000866,-6668335297716010000,1
020643000813,-6668335297716010000,1
004512000302,-6659611675357180000,1
002410000362,-6659611675357180000,1
017421003062,-6656170513049020000,17
000062003005,-6656170513049020000,5
006611003062,-6656170513049020000,3
002371003060,-6656170513049020000,1
000152002835,-6652604240360340000,4
000101004601,-6625925291150820000,57
001316004662,-6625925291150820000,3
004583004605,-6625925291150820000,1
000341004605,-6625925291150820000,1
001032004660,-6625925291150820000,1
005741004601,-6625925291150820000,1
000201004604,-6625925291150820000,1
040861004660,-6625925291150820000,1
005443004662,-6625925291150820000,1
005446004662,-6625925291150820000,1
000843004662,-6625925291150820000,1
040843004662,-6625925291150820000,1
003952004660,-6625925291150820000,1
000644004603,-6625925291150820000,1
030443000853,-6620200280179570000,1
010076000863,-6620200280179570000,1
010677000861,-6618053208678880000,4
010076000863,-6618053208678880000,1
027615000833,-6618053208678880000,1
011535000810,-6618053208678880000,1
020402000861,-6618053208678880000,1
021203000810,-6618053208678880000,1
011171000805,-6588164817582340000,96
013811000805,-6588164817582340000,9
023102000805,-6588164817582340000,1
011034000805,-6588164817582340000,1
030077002862,-6586377582804820000,17
001231002861,-6586377582804820000,16
030861002861,-6586377582804820000,15
000702002807,-6586377582804820000,5
003851002807,-6586377582804820000,4
005221002819,-6586377582804820000,3
000011002820,-6586377582804820000,3
039963002861,-6586377582804820000,3
004373002862,-6586377582804820000,3
030119002862,-6586377582804820000,2
005181002819,-6586377582804820000,2
001112002801,-6586377582804820000,1
002814002815,-6586377582804820000,1
030863002861,-6586377582804820000,1
030113002862,-6586377582804820000,1
004572002862,-6586377582804820000,1
004322002864,-6586377582804820000,1
005201002819,-6586377582804820000,1
016433002861,-6586377582804820000,1
000523002820,-6586377582804820000,1
020599002861,-6586377582804820000,1
030091002861,-6586377582804820000,1
032542002864,-6586377582804820000,1
001001002807,-6586377582804820000,1
030012002862,-6586377582804820000,1
034573002861,-6586377582804820000,1
030227002861,-6586377582804820000,1
040463002864,-6586377582804820000,1
033018000865,-6585691692146670000,2
025616000810,-6585691692146670000,1
007129000865,-6585691692146670000,1
025642000810,-6585691692146670000,1
010262000810,-6585691692146670000,1
020402000861,-6585691692146670000,1
001891003908,-6573084255822620000,1
010511003960,-6573084255822620000,1
004091000716,-6565972589976840000,2
006123000717,-6565972589976840000,2
003451002804,-6560545144471350000,6
049362002868,-6560545144471350000,3
003291002825,-6560545144471350000,1
010948002867,-6547828513112660000,2
005464002906,-6508771497197520000,15
005461002906,-6508771497197520000,13
005467002906,-6508771497197520000,6
003891002911,-6508771497197520000,1
002251004604,-6446769445963260000,1
020052003512,-6433371874881590000,3
020485003512,-6433371874881590000,1
007133003061,-6431849010700540000,3
019873000805,-6429963008868940000,3
007433000871,-6429963008868940000,3
001007000864,-6429963008868940000,2
021661000865,-6429963008868940000,1
021203000810,-6429963008868940000,1
007431000871,-6429963008868940000,1
007129000865,-6429963008868940000,1
007521000871,-6429963008868940000,1
012363000801,-6417972086932740000,2
024431000891,-6416561179997430000,14
010382000863,-6416561179997430000,13
013487000865,-6416561179997430000,12
005129000865,-6416561179997430000,11
027508004361,-6416561179997430000,9
031984000865,-6416561179997430000,8
012632004307,-6416561179997430000,8
010358000863,-6416561179997430000,7
012173004307,-6416561179997430000,6
012265000880,-6416561179997430000,5
025291004343,-6416561179997430000,5
013497000865,-6416561179997430000,5
025301004343,-6416561179997430000,5
017141000863,-6416561179997430000,5
010383000863,-6416561179997430000,5
010302000863,-6416561179997430000,5
024461000891,-6416561179997430000,5
017492000813,-6416561179997430000,4
012633004307,-6416561179997430000,4
003808000860,-6416561179997430000,4
001437000866,-6416561179997430000,3
022673000867,-6416561179997430000,3
012261000880,-6416561179997430000,3
012351000865,-6416561179997430000,3
024441000891,-6416561179997430000,3
030588004361,-6416561179997430000,3
007433000871,-6416561179997430000,3
012271000880,-6416561179997430000,3
003807000860,-6416561179997430000,3
005777000860,-6416561179997430000,3
001433000866,-6416561179997430000,2
012082000861,-6416561179997430000,2
012281000880,-6416561179997430000,2
040278000866,-6416561179997430000,2
024471000891,-6416561179997430000,2
003802000860,-6416561179997430000,2
011839000860,-6416561179997430000,2
013499000865,-6416561179997430000,2
007431000871,-6416561179997430000,2
010673000861,-6416561179997430000,2
010627000866,-6416561179997430000,2
007381000864,-6416561179997430000,2
007305000866,-6416561179997430000,2
019873000805,-6416561179997430000,2
005225000860,-6416561179997430000,1
010677000861,-6416561179997430000,1
005229000860,-6416561179997430000,1
009011000871,-6416561179997430000,1
001037000870,-6416561179997430000,1
012701004307,-6416561179997430000,1
022792000841,-6416561179997430000,1
007167000864,-6416561179997430000,1
006081000870,-6416561179997430000,1
024126000866,-6416561179997430000,1
024451000891,-6416561179997430000,1
025271004343,-6416561179997430000,1
007383000864,-6416561179997430000,1
007910000865,-6416561179997430000,1
